,no_faces,Angle1,Angle2,cnt_inner,cnt_outer,Phone_detected
817,1,0,-30,0,2,0
818,1,5,-32,0,1,0
819,1,5,-32,0,3,0
820,1,5,-31,0,2,0
821,1,1,-33,0,4,0
822,1,3,-29,2,5,0
823,1,1,-32,2,5,0
838,1,8,-18,3,5,0
839,1,0,-23,0,4,0
840,1,7,-23,0,4,0
841,1,3,-21,0,4,0
842,1,-1,-22,2,5,0
843,1,-3,-19,3,5,0
844,1,10,-11,3,5,0
845,1,57,-1,3,5,0
846,1,-10,-8,3,5,0
847,1,27,-12,1,0,0
848,1,21,-15,1,0,0
849,1,33,-9,3,4,0
850,1,48,-7,3,5,0
851,1,-35,8,1,5,0
852,1,-52,0,0,5,0
853,1,-33,4,0,5,0
854,1,-16,18,1,5,0
855,1,-39,8,3,5,0
856,1,-21,14,2,5,0
857,1,-23,7,0,5,0
858,1,-19,5,2,5,0
859,1,-44,3,0,5,0
860,1,-43,10,2,5,0
861,1,-30,7,0,5,0
862,1,-20,4,3,5,0
863,1,-3,14,1,5,0
864,1,-3,10,2,5,0
865,1,-17,13,1,5,0
866,1,-72,0,0,5,0
867,1,56,-9,0,5,0
868,1,-18,12,0,5,0
869,1,-82,-1,0,5,0
870,1,68,-6,0,5,0
871,1,34,-15,0,5,0
872,1,-42,6,0,5,0
873,1,-28,2,0,5,0
874,1,-26,8,0,5,0
875,1,-40,11,0,5,0
876,1,-42,10,0,5,0
877,1,28,-18,0,5,0
878,1,-69,0,0,5,0
879,1,40,-14,0,5,0
880,1,-75,-1,0,5,0
881,1,53,-10,0,5,0
882,1,-12,20,0,3,0
883,1,-18,-17,3,4,0
884,1,-22,-20,3,5,0
885,1,3,-25,3,5,0
886,1,5,-25,3,5,0
887,1,9,-26,3,5,0
888,1,6,-23,3,5,0
889,1,10,-21,3,5,0
890,1,3,-23,3,5,0
891,1,3,-21,3,5,0
892,1,4,-22,3,5,0
893,1,5,-23,1,5,0
894,1,2,-24,0,2,0
895,1,4,-28,0,4,0
896,1,4,-28,3,0,0
897,1,6,-26,3,1,0
898,1,6,-24,3,0,0
899,1,6,-26,3,0,0
900,1,5,-28,3,0,0
901,1,7,-25,3,1,0
902,1,7,-27,1,1,0
903,1,7,-26,3,0,0
904,1,7,-25,3,0,0
905,1,8,-25,3,0,0
906,1,6,-25,3,0,0
907,1,3,-24,3,1,0
908,1,7,-25,3,0,0
909,1,7,-27,3,0,0
910,1,8,-24,3,0,0
911,1,6,-25,2,2,0
912,1,4,-25,3,1,0
913,1,5,-26,3,0,0
914,1,5,-27,3,1,0
915,1,10,-23,3,0,0
916,1,5,-28,0,4,0
917,1,8,-25,3,0,0
918,1,7,-25,3,0,0
919,1,7,-27,3,0,0
920,1,4,-18,0,0,0
921,1,23,-4,3,5,0
922,1,0,-8,3,5,0
